Timestamp,Lat,Lon,Signal_Strength
1652041440.0,40.10922848,-88.21937949,-84
1652041560.0,40.10811188,-88.21966155,-84
1652041800.0,40.10780611,-88.21938609,-84
1652041860.0,40.10780611,-88.21938609,-84
1652042100.0,40.10780611,-88.21938609,-84
1652042340.0,40.10397707,-88.21999258,-84
1652042520.0,40.10397707,-88.21999258,-84
1652042640.0,40.10295071,-88.21987898,-84
1652042820.0,40.10295071,-88.21987898,-84
1652043060.0,40.10081286,-88.21917285,-84
1652043300.0,40.10081286,-88.21917285,-84
1652043420.0,40.10081286,-88.21917285,-84
1652043480.0,40.10081286,-88.21917285,-84
1652043840.0,40.09955403,-88.22100292,-84
1652044020.0,40.09955403,-88.22100292,-84
1652044140.0,40.09955403,-88.22100292,-84
1652044440.0,40.09955403,-88.22100292,-84
1652044440.0,40.09955403,-88.22100292,-84
1652044740.0,40.09433688,-88.21856006,-84
1652044980.0,40.09277358,-88.21791074,-84
1652046600.0,40.09520404,-88.22378583,-89
1652046960.0,40.09520404,-88.22378583,-84
1652047080.0,40.09520404,-88.22378583,-84
1652047260.0,40.09520404,-88.22378583,-84
1652047380.0,40.09520404,-88.22378583,-86
1652047620.0,40.09520404,-88.22378583,-88
1652047980.0,40.09520404,-88.22378583,-73
1652048100.0,40.09999403,-88.23352447,-67
1652048160.0,40.09999403,-88.23352447,-85
1652048280.0,40.09999403,-88.23352447,-40
1652048400.0,40.09999403,-88.23352447,-77
1652048460.0,40.09999403,-88.23352447,-78
1652048820.0,40.10315243,-88.23357868,-69
1652049000.0,40.10315243,-88.23357868,-34
1652049120.0,40.10315243,-88.23357868,-64
1652049240.0,40.10315243,-88.23357868,-84
1652049300.0,40.10315243,-88.23357868,-72
1652049480.0,40.1063867,-88.23215409,-67
1652049540.0,40.1063867,-88.23215409,-73
1652049660.0,40.1063867,-88.23215409,-67
1652049780.0,40.1063867,-88.23215409,-38
1652050200.0,40.10925531,-88.22993881,-42
1652050320.0,40.10925531,-88.22993881,-79
1652050440.0,40.10925531,-88.22993881,-48
1652050560.0,40.10925531,-88.22993881,-40
1652050740.0,40.10925531,-88.22993881,-39
1652050980.0,40.10925531,-88.22993881,-78
1652051100.0,40.10925531,-88.22993881,-38
1652051100.0,40.10925531,-88.22993881,-38
1652051220.0,40.10925531,-88.22993881,-40
1652051280.0,40.10925531,-88.22993881,-74
1652051580.0,40.10925531,-88.22993881,-78
1652051640.0,40.10925531,-88.22993881,-69
1652051820.0,40.10925531,-88.22993881,-83
1652051880.0,40.10925531,-88.22993881,-56
1652052840.0,40.104676,-88.22725989,-56
1652052900.0,40.104676,-88.22725989,-33
1652053260.0,40.10468406,-88.22819143,-79
1652053380.0,40.10468406,-88.22819143,-73
1652053800.0,40.10466006,-88.22655452,-78
1652053920.0,40.10466006,-88.22655452,-49
1652054040.0,40.10466006,-88.22655452,-37
1652054220.0,40.10466006,-88.22655452,-49
1652054460.0,40.10466006,-88.22655452,-85
1652054520.0,40.10466006,-88.22655452,-58
1652054760.0,40.10466006,-88.22655452,-37
1652055120.0,40.10305092,-88.22907714,-71
1652055120.0,40.10305092,-88.22907714,-71
1652055360.0,40.10305092,-88.22907714,-56
1652055420.0,40.10305092,-88.22907714,-56
1652055660.0,40.10367203,-88.23039213,-46
1652055720.0,40.10367203,-88.23039213,-48
1652056080.0,40.10385137,-88.23041952,-35
1652056320.0,40.1036677,-88.23153652,-81
1652056440.0,40.1036677,-88.23153652,-26
1652056680.0,40.10195725,-88.23311858,-76
1652056800.0,40.10195725,-88.23311858,-55
1652057100.0,40.10120452,-88.23139369,-39
1652057160.0,40.10120452,-88.23139369,-70
1652057400.0,40.10138819,-88.22993256,-78
1652057460.0,40.10138819,-88.22993256,-67
1652057700.0,40.101579,-88.22796234,-67
1652057760.0,40.101579,-88.22796234,-66
1652057880.0,40.10138361,-88.22751954,-67
1652058060.0,40.1013767,-88.22681251,-71
1652058120.0,40.1013767,-88.22681251,-56
1652058240.0,40.1013569,-88.22560117,-37
1652058360.0,40.1013569,-88.22560117,-54
1652058540.0,40.10158768,-88.22347824,-73
1652058660.0,40.1014299,-88.22319544,-76
1652058900.0,40.10229474,-88.2220039,-80
1652058960.0,40.10229474,-88.2220039,-66
1652059140.0,40.10350292,-88.22221997,-80
1652059380.0,40.10417946,-88.22199034,-77
1652059440.0,40.10417946,-88.22199034,-79
1652059560.0,40.10428842,-88.22302308,-44
1652059680.0,40.10428842,-88.22302308,-72
1652059800.0,40.10428842,-88.22302308,-79
1652059980.0,40.10556869,-88.22398135,-74
1652060100.0,40.1058438,-88.2229819,-73
1652060220.0,40.10591634,-88.22300373,-44
1652060280.0,40.10591634,-88.22300373,-35
1652060520.0,40.10697335,-88.223425,-81
1652060700.0,40.10697335,-88.223425,-46
1652060820.0,40.10806871,-88.22339415,-40
1652060880.0,40.10806871,-88.22339415,-39
1652061060.0,40.10782301,-88.22504543,-75
1652061180.0,40.10782301,-88.22504543,-61
1652061360.0,40.10782301,-88.22504543,-33
1652061360.0,40.10782301,-88.22504543,-33
1652061480.0,40.10883176,-88.22680374,-57
1652061600.0,40.10883176,-88.22680374,-35
1652066160.0,40.1105768,-88.2301054,-87
1652390400.0,40.1138701,-88.2246574,-60
1652390460.0,40.1138701,-88.2246574,-65
1652390580.0,40.1143516,-88.22588533,-64
1652390700.0,40.11436974,-88.22624399,-61
1652390760.0,40.11443702,-88.22675578,-81
1652390880.0,40.11443702,-88.22675578,-50
1652390940.0,40.11494382,-88.22708348,-53
1652391060.0,40.11494382,-88.22708348,-57
1652391180.0,40.11569314,-88.22721089,-64
1652391540.0,40.1146715,-88.22756184,-59
1652391900.0,40.11452821,-88.22742453,-83
1652392020.0,40.11452821,-88.22742453,-65
1652392140.0,40.11452821,-88.22742453,-36
1652392200.0,40.11452821,-88.22742453,-49
1652392320.0,40.11452821,-88.22742453,-37
1652392440.0,40.11452821,-88.22742453,-44
1652392560.0,40.11452821,-88.22742453,-69
1652392620.0,40.11452821,-88.22742453,-25
1652392740.0,40.11452821,-88.22742453,-39
1652392800.0,40.11452821,-88.22742453,-66
1652392920.0,40.11452821,-88.22742453,-64
1652393100.0,40.11452821,-88.22742453,-29
1652393220.0,40.11452821,-88.22742453,-58
1652393340.0,40.11452821,-88.22742453,-64
1652393520.0,40.11057855,-88.22628404,-62
1652393640.0,40.11057855,-88.22628404,-83
1652393700.0,40.11057855,-88.22628404,-51
1652393940.0,40.11058172,-88.22531317,-34
1652394000.0,40.11058172,-88.22531317,-34
1652394120.0,40.11060854,-88.22357912,-50
1652394180.0,40.11060854,-88.22357912,-65
1652394360.0,40.11060854,-88.22357912,-54
1652394420.0,40.11060854,-88.22357912,-54
1652394660.0,40.11060854,-88.22357912,-75
1652394660.0,40.11060854,-88.22357912,-75
1652397060.0,40.11264725,-88.22220331,-79
1652397720.0,40.11147753,-88.22417529,-40
1652397840.0,40.11147353,-88.22414185,-51
1652398020.0,40.11183957,-88.22458622,-40
1652398080.0,40.11183957,-88.22458622,-77
1652398380.0,40.11183957,-88.22458622,-66
1652398500.0,40.11183957,-88.22458622,-55
1652398620.0,40.11183957,-88.22458622,-31
1652398980.0,40.11460251,-88.22565261,-76
1652399040.0,40.11460251,-88.22565261,-75
1652399280.0,40.11460251,-88.22565261,-78
1652399400.0,40.11460251,-88.22565261,-34
1652400300.0,40.11137788,-88.22596481,-88
